fit_time,score_time,test_roc_auc,test_balanced_accuracy,test_average_precision,test_f1_score,best_params
259.3353943824768,0.019350290298461914,0.4942297124015388,0.512822861329914,0.3712541216569271,0.39669421487603307,"{'classifier__C': np.float64(725.0347382396636), 'classifier__gamma': np.float64(0.00015619562520792737), 'classifier__kernel': 'rbf', 'feature_selection__n_components': np.float64(0.5292732168433758), 'oversampling__k_neighbors': 6}"
231.85867309570312,0.0249788761138916,0.49422971240153873,0.4793918300054955,0.3610576832844403,0.36065573770491804,"{'classifier__C': np.float64(3.4306470638162736), 'classifier__gamma': np.float64(0.00015362051856878086), 'classifier__kernel': 'rbf', 'feature_selection__n_components': np.float64(0.7505605681062576), 'oversampling__k_neighbors': 4}"
245.6815106868744,0.021707534790039062,0.4929474262685473,0.4899248946693533,0.33764232296340657,0.34234234234234234,"{'classifier__C': np.float64(0.45027193536160615), 'classifier__gamma': np.float64(0.0008274235760837795), 'classifier__kernel': 'rbf', 'feature_selection__n_components': np.float64(0.5965651038687684), 'oversampling__k_neighbors': 4}"
221.2572464942932,0.030024290084838867,0.49019967026928013,0.5,0.3388423668034137,0.0,"{'classifier__C': np.float64(595.3896264004534), 'classifier__gamma': np.float64(0.013207763079904542), 'classifier__kernel': 'rbf', 'feature_selection__n_components': np.float64(0.5449887121181013), 'oversampling__k_neighbors': 5}"
230.11111211776733,0.02192997932434082,0.48452097453746107,0.47719362520608166,0.34062840477702483,0.410958904109589,"{'classifier__C': np.float64(1368.5263669430196), 'classifier__gamma': np.float64(3.881322724279026e-05), 'classifier__kernel': 'rbf', 'feature_selection__n_components': np.float64(0.5727329213425763), 'oversampling__k_neighbors': 6}"
220.91261076927185,0.0248260498046875,0.4802071772105069,0.5031446540880503,0.3446623787352252,0.34285714285714286,"{'classifier__C': np.float64(725.0347382396636), 'classifier__gamma': np.float64(0.00015619562520792737), 'classifier__kernel': 'rbf', 'feature_selection__n_components': np.float64(0.5292732168433758), 'oversampling__k_neighbors': 6}"
248.2728090286255,0.01647782325744629,0.475952645209027,0.49898261191268956,0.33917690814551826,0.32,"{'classifier__C': np.float64(1368.5263669430196), 'classifier__gamma': np.float64(3.881322724279026e-05), 'classifier__kernel': 'rbf', 'feature_selection__n_components': np.float64(0.5727329213425763), 'oversampling__k_neighbors': 6}"
227.07642793655396,0.022790908813476562,0.4702182759896411,0.4435812060673326,0.3660149305067316,0.3252032520325203,"{'classifier__C': np.float64(725.0347382396636), 'classifier__gamma': np.float64(0.00015619562520792737), 'classifier__kernel': 'rbf', 'feature_selection__n_components': np.float64(0.5292732168433758), 'oversampling__k_neighbors': 6}"
244.5609564781189,0.01803135871887207,0.4627221102766074,0.5179520058618794,0.31386049052442605,0.39316239316239315,"{'classifier__C': np.float64(1643.198674858489), 'classifier__gamma': np.float64(0.00037143700276692093), 'classifier__kernel': 'rbf', 'feature_selection__n_components': np.float64(0.8204806496063912), 'oversampling__k_neighbors': 3}"
230.99668407440186,0.02414107322692871,0.46198937534346957,0.49514563106796117,0.32438855752413853,0.0,"{'classifier__C': np.float64(1643.198674858489), 'classifier__gamma': np.float64(0.00037143700276692093), 'classifier__kernel': 'rbf', 'feature_selection__n_components': np.float64(0.8204806496063912), 'oversampling__k_neighbors': 3}"
244.18835401535034,0.02048039436340332,0.45905843561091775,0.49514563106796117,0.3294189226473091,0.0,"{'classifier__C': np.float64(527247.6383549521), 'classifier__gamma': np.float64(0.01588020597976637), 'classifier__kernel': 'rbf', 'feature_selection__n_components': np.float64(0.8789103837553915), 'oversampling__k_neighbors': 6}"
223.80435609817505,0.024157285690307617,0.4573621901590825,0.4770625231224565,0.3182042450020187,0.21428571428571427,"{'classifier__C': np.float64(0.040065452132270085), 'classifier__gamma': np.float64(0.0013800001544584993), 'classifier__kernel': 'rbf', 'feature_selection__n_components': np.float64(0.5859099640176557), 'oversampling__k_neighbors': 3}"
252.01424264907837,0.020250320434570312,0.45191427001282286,0.45969957867741346,0.3235403813077404,0.35658914728682173,"{'classifier__C': np.float64(0.040065452132270085), 'classifier__gamma': np.float64(0.0013800001544584993), 'classifier__kernel': 'rbf', 'feature_selection__n_components': np.float64(0.5859099640176557), 'oversampling__k_neighbors': 3}"
237.32162404060364,0.021390199661254883,0.4489833302802711,0.4836966477376809,0.30308226816146033,0.3779527559055118,"{'classifier__C': np.float64(0.45027193536160615), 'classifier__gamma': np.float64(0.0008274235760837795), 'classifier__kernel': 'rbf', 'feature_selection__n_components': np.float64(0.5965651038687684), 'oversampling__k_neighbors': 4}"
241.4423098564148,0.020595550537109375,0.447558268590455,0.4852941176470588,0.30888643302977115,0.0,"{'classifier__C': np.float64(0.023004792020145808), 'classifier__gamma': np.float64(0.0018937049541631298), 'classifier__kernel': 'rbf', 'feature_selection__n_components': np.float64(0.6749047803602669), 'oversampling__k_neighbors': 4}"
248.84861063957214,0.019400358200073242,0.4417314095449501,0.4745652978172401,0.32908431053779547,0.40559440559440557,"{'classifier__C': np.float64(725.0347382396636), 'classifier__gamma': np.float64(0.00015619562520792737), 'classifier__kernel': 'rbf', 'feature_selection__n_components': np.float64(0.5292732168433758), 'oversampling__k_neighbors': 6}"
217.21506595611572,0.032796382904052734,0.40749221469133545,0.5,0.2903513351834131,0.0,"{'classifier__C': np.float64(3.5629115607768296), 'classifier__gamma': np.float64(8.205918074565577), 'classifier__kernel': 'rbf', 'feature_selection__n_components': np.float64(0.5104723710811216), 'oversampling__k_neighbors': 4}"
234.2449734210968,0.028423070907592773,0.40080600842645175,0.42168895402088297,0.30499522332096446,0.3125,"{'classifier__C': np.float64(959232.4903033088), 'classifier__gamma': np.float64(0.0007369993416775714), 'classifier__kernel': 'rbf', 'feature_selection__n_components': np.float64(0.9394767301246938), 'oversampling__k_neighbors': 6}"
